dataset,label_type,model,cv_mode,cv_k,step,train_loss,test_loss,train_accuracy,test_accuracy,train_top2accuracy,test_top2accuracy,train_top3accuracy,test_top3accuracy
AMRB2,strain,drcaps,leave-out,8,1,0.35870449,0.588741981,0.317765612,0.004571984,0.496699297,0.009289883,0.619248437,0.017071984
AMRB2,strain,drcaps,leave-out,8,85,0.253067415,0.6724177,0.540243143,9.73E-05,0.741398847,0.000680934,0.839877777,0.001118677
AMRB2,strain,drcaps,leave-out,9,69,0.26521861,0.632076753,0.513354368,0.068161354,0.71441751,0.317365988,0.820834401,0.492976769
AMRB2,strain,drcaps,leave-out,9,70,0.264624598,0.624064294,0.51525952,0.072393301,0.715130543,0.32147788,0.821734593,0.490755748
AMRB2,strain,drcaps,leave-out,9,83,0.261384823,0.619434407,0.523131365,0.070712528,0.722003532,0.294975689,0.826482722,0.452338076
AMRB2,strain,drcaps,leave-out,10,81,0.267338366,0.609651191,0.507807764,4.85E-05,0.710754696,0.000194109,0.81610865,0.000485272
AMRB2,strain,drcaps,leave-out,10,83,0.267360146,0.611997084,0.507826073,4.85E-05,0.710929649,0.000145582,0.816082203,0.000485272
AMRB2,strain,drcaps,leave-out,11,7,0.296854402,0.622344211,0.442583031,0.004154637,0.64709945,0.037321315,0.765193404,0.09006408
AMRB2,strain,drcaps,leave-out,11,11,0.289688867,0.664272647,0.45725056,0.004788395,0.66285433,0.035349623,0.778443004,0.095908739
AMRB2,strain,drcaps,leave-out,11,73,0.257952602,0.678514642,0.528867162,0.003591296,0.730372771,0.020491515,0.831092517,0.060066193
AMRB2,strain,drcaps,leave-out,12,82,0.263230329,0.661012865,0.519913053,0.006038956,0.718290877,0.035524935,0.822214695,0.08681353
AMRB2,strain,drcaps,leave-out,12,83,0.263205507,0.668218644,0.520349417,0.006124011,0.718335632,0.037793088,0.822200455,0.092568966
AMRB2,strain,drcaps,leave-out,13,45,0.267491217,0.588557857,0.508123085,0.429201139,0.704642548,0.638919029,0.811203877,0.744744337
AMRB2,strain,drcaps,leave-out,13,82,0.256861619,0.597873738,0.532904293,0.342974366,0.726498387,0.552624441,0.82662004,0.670147837
AMRB2,strain,drcaps,leave-out,13,83,0.256981387,0.602821341,0.53284428,0.314898956,0.726419048,0.51315611,0.826733962,0.636070799
AMRB2,strain,drcaps,leave-out,14,38,0.275342363,0.587621745,0.490829234,0.368249864,0.688747299,0.558692298,0.799135206,0.708519244
AMRB2,strain,drcaps,leave-out,14,58,0.267010445,0.599939051,0.510149279,0.368416663,0.706692136,0.557733205,0.812644183,0.713439807
AMRB2,strain,drcaps,leave-out,14,65,0.264887167,0.600838121,0.515175095,0.377298695,0.710978473,0.549935365,0.815902165,0.691881073
AMRB2,strain,drcaps,leave-out,14,82,0.260142078,0.608646072,0.526955908,0.354322172,0.721130803,0.530378216,0.822900265,0.681706351
AMRB2,strain,drcaps,leave-out,15,15,0.291208066,0.594334004,0.45329245,0.006133509,0.658323284,0.014720422,0.776831254,0.029898568
AMRB2,strain,drcaps,leave-out,15,99,0.2507894,0.625623975,0.546468068,0.003002673,0.743201134,0.009612216,0.842293953,0.022831301
AMRB2,strain,drcaps,leave-out,15,100,0.25104489,0.622042173,0.54659066,0.003460398,0.743082818,0.010051631,0.842120043,0.025705811
AMRB2,strain,drcaps,leave-out,16,49,0.265426692,0.60930769,0.50972207,0.549927151,0.712317063,0.626164741,0.818695302,0.682207841
AMRB2,strain,drcaps,leave-out,16,86,0.254067713,0.600611154,0.537194698,0.471385491,0.735196171,0.550909769,0.834506125,0.606647918
AMRB2,strain,drcaps,leave-out,17,2,0.347783468,0.004467392,0.342357627,0.997764492,0.523199515,0.999584091,0.654366082,0.999740057
AMRB2,strain,drcaps,leave-out,17,35,0.285291724,0.002472795,0.471966914,0.99745256,0.668875951,0.998856252,0.785405503,0.999324149
AMRB2,strain,drcaps,leave-out,17,41,0.288140932,0.002521627,0.46708757,0.998076423,0.663240853,0.999064206,0.780271868,0.999532103
AMRB2,strain,drcaps,leave-out,17,85,0.26951444,0.003043386,0.511036248,0.997296595,0.703139177,0.99854432,0.810448123,0.999116194
AMRB2,strain,drcaps,leave-out,18,58,0.270423554,0.229799471,0.503532616,0.648791682,0.694347814,0.678297115,0.80461366,0.700074934
AMRB2,strain,drcaps,leave-out,18,85,0.262419387,0.294621097,0.523091695,0.552407269,0.711697609,0.586174597,0.817299751,0.61474335
AMRB2,strain,resnet,k-fold,0,26,1.274548973,1.54303595,0.562392042,0.438190175,0.759459928,0.659070323,0.856797151,0.781013317
AMRB2,strain,resnet,k-fold,0,30,1.268208689,1.553302595,0.565964736,0.438146813,0.762262915,0.659099231,0.859224318,0.782612885
AMRB2,strain,resnet,k-fold,0,96,1.220306898,1.555667755,0.595908628,0.441466399,0.786232242,0.661739482,0.875253256,0.781514386
AMRB2,strain,resnet,k-fold,0,100,1.218790359,1.567233357,0.596530175,0.438985141,0.786977858,0.659422035,0.87599285,0.780377344
AMRB2,strain,resnet,k-fold,1,13,1.308354583,1.513595951,0.542991571,0.45206113,0.742752829,0.661392588,0.845233478,0.779042764
AMRB2,strain,resnet,k-fold,1,39,1.251417912,1.530891329,0.575933586,0.456720114,0.770916397,0.670016767,0.865914385,0.787286323
AMRB2,strain,resnet,k-fold,1,62,1.232207584,1.545673236,0.58766951,0.454147314,0.780201063,0.670609378,0.872854999,0.787719941
AMRB2,strain,resnet,k-fold,1,68,1.228704144,1.549060394,0.589819631,0.453578793,0.781811546,0.670064946,0.873824661,0.78836555
AMRB2,strain,resnet,k-fold,1,96,1.216552897,1.565653324,0.59751911,0.451617877,0.78809568,0.666090115,0.877576832,0.784699069
AMRB2,strain,resnet,k-fold,1,97,1.216383503,1.574582843,0.598176794,0.44806221,0.787888497,0.665685405,0.877338331,0.784882152
AMRB2,strain,resnet,k-fold,1,100,1.215876245,1.573706098,0.598062362,0.449907495,0.788089657,0.665699859,0.877826174,0.784222089
AMRB2,strain,resnet,k-fold,2,41,1.256421887,1.559389289,0.572674075,0.451796142,0.767717114,0.671187535,0.863553469,0.788866619
AMRB2,strain,resnet,k-fold,2,78,1.229551715,1.566155917,0.589844926,0.454407485,0.781138203,0.673673611,0.872789953,0.790071113
AMRB2,strain,resnet,k-fold,2,95,1.222577805,1.560877578,0.593668166,0.454662838,0.784027917,0.672671472,0.874646164,0.789020794
AMRB2,strain,resnet,k-fold,2,98,1.221377233,1.575855259,0.594653487,0.452653742,0.785044556,0.671322438,0.875113529,0.788129469
AMRB2,strain,resnet,k-fold,2,100,1.220936376,1.569691465,0.595493058,0.452355027,0.784861465,0.670720191,0.875438757,0.788953343
AMRB2,strain,resnet,k-fold,3,39,1.254261025,1.541793917,0.575014515,0.450365203,0.768710867,0.66724643,0.863811242,0.788437819
AMRB2,strain,resnet,k-fold,3,66,1.232352101,1.55918111,0.58908606,0.448254929,0.779316924,0.66926998,0.871263789,0.789314691
AMRB2,strain,resnet,k-fold,3,97,1.21823446,1.564592084,0.597258928,0.449343792,0.786159969,0.667998034,0.876209669,0.78660217
AMRB2,strain,resnet,k-fold,3,99,1.217632344,1.553284522,0.597621497,0.451959953,0.786194901,0.669419337,0.876033804,0.786794889
AMRB2,strain,resnet,k-fold,3,100,1.217441429,1.56358111,0.598016589,0.447724951,0.786428583,0.665834763,0.875937441,0.784544894
AMRB2,strain,resnet,k-fold,4,16,1.295388279,1.543284377,0.55091871,0.437771011,0.749075508,0.654787142,0.849291605,0.774292239
AMRB2,strain,resnet,k-fold,4,27,1.268731985,1.570950576,0.566950057,0.439211586,0.762812189,0.658174179,0.859230341,0.777809362
AMRB2,strain,resnet,k-fold,4,28,1.266870691,1.554778472,0.568077515,0.44008364,0.764129966,0.657321398,0.859957889,0.776339879
AMRB2,strain,resnet,k-fold,4,68,1.226218123,1.599286753,0.592585276,0.435887182,0.78365812,0.657557478,0.873947525,0.778666962
AMRB2,strain,resnet,k-fold,4,98,1.212378624,1.619461516,0.601814533,0.433063848,0.789868776,0.655129218,0.87834413,0.775419646
AMRB2,strain,resnet,k-fold,4,100,1.212238772,1.625446474,0.601176122,0.43301085,0.790379505,0.654223438,0.878418812,0.774701767
AMRB2,strain,resnet,k-fold,5,30,1.25998726,1.553556625,0.572782485,0.446814354,0.76712568,0.667328335,0.862572966,0.787469406
AMRB2,strain,resnet,k-fold,5,56,1.23275057,1.55455286,0.589159538,0.446949257,0.780561224,0.667858313,0.87198411,0.787681397
AMRB2,strain,resnet,k-fold,5,99,1.211808823,1.595733705,0.601757919,0.442444449,0.789990436,0.662399545,0.878588654,0.782463528
AMRB2,strain,resnet,k-fold,5,100,1.211449083,1.596346643,0.60217108,0.441663936,0.790144618,0.662794619,0.878548903,0.782555069
AMRB2,strain,resnet,k-fold,6,21,1.281562862,1.534707427,0.559452942,0.446462641,0.754947686,0.667978762,0.852766729,0.790157837
AMRB2,strain,resnet,k-fold,6,39,1.252538252,1.535269049,0.576433474,0.451617877,0.768930095,0.673996415,0.86336315,0.794619283
AMRB2,strain,resnet,k-fold,6,50,1.242264983,1.54418134,0.583169314,0.451405886,0.774403567,0.674232496,0.86686357,0.793670142
AMRB2,strain,resnet,k-fold,6,66,1.231112617,1.550645775,0.58963413,0.450924088,0.779516879,0.673822968,0.870821719,0.794922816
AMRB2,strain,resnet,k-fold,6,100,1.216125369,1.557467194,0.599424707,0.449965311,0.786947744,0.671500703,0.875760372,0.791800767
AMRB2,strain,resnet,k-fold,7,31,1.265773779,1.542014562,0.569557906,0.449064349,0.763407236,0.669732506,0.858876204,0.791718861
AMRB2,strain,resnet,k-fold,7,62,1.236678926,1.552415905,0.586785371,0.448630731,0.777349895,0.670440749,0.868983577,0.791044345
AMRB2,strain,resnet,k-fold,7,100,1.219652488,1.597603079,0.597715452,0.437857735,0.785593831,0.661739482,0.874671459,0.784496714
AMRB2,strain,resnet,k-fold,8,10,1.323246593,1.56038293,0.535958207,0.432235156,0.733951187,0.65764902,0.837667703,0.781817919
AMRB2,strain,resnet,k-fold,8,32,1.25968404,1.565699756,0.572563257,0.44044017,0.765615175,0.667477693,0.861561144,0.790514367
AMRB2,strain,resnet,k-fold,8,34,1.257012414,1.561887727,0.574138807,0.441037599,0.766837793,0.667058529,0.861970691,0.791025073
AMRB2,strain,resnet,k-fold,8,62,1.23224464,1.566949275,0.589365516,0.443957293,0.778843536,0.666885082,0.870584423,0.788336642
AMRB2,strain,resnet,k-fold,8,99,1.214964993,1.592725899,0.599982414,0.437269942,0.787248882,0.663825666,0.875963941,0.787479042
AMRB2,strain,resnet,k-fold,8,100,1.214955298,1.59143113,0.599753549,0.439438031,0.78697304,0.664384552,0.876160282,0.786144462
AMRB2,strain,resnet,k-fold,9,30,1.266966716,1.570963231,0.567392127,0.435198212,0.762853144,0.659662934,0.859331523,0.784289541
AMRB2,strain,resnet,k-fold,9,42,1.250953407,1.581609793,0.5774465,0.43591609,0.770510464,0.660771069,0.864725495,0.784891788
AMRB2,strain,resnet,k-fold,9,48,1.244889026,1.585760819,0.580843329,0.43505849,0.77331345,0.660491626,0.866917775,0.78531577
AMRB2,strain,resnet,k-fold,9,99,1.216755026,1.598056777,0.598311704,0.432967488,0.786929676,0.657210584,0.876438533,0.783205496
AMRB2,strain,resnet,k-fold,9,100,1.216392243,1.612366832,0.598344226,0.431974985,0.787106745,0.656425254,0.876391556,0.782400894
AMRB2,strain,resnet,leave-out,0,4,1.340011009,3.769472493,0.51673441,0.009647705,0.720795139,0.043286378,0.82874083,0.078233649
AMRB2,strain,resnet,leave-out,0,99,1.192845863,3.81770509,0.602210911,0.006671285,0.793575378,0.024504144,0.882094222,0.0483155
AMRB2,strain,resnet,leave-out,0,100,1.192741549,3.845702431,0.602530301,0.007774613,0.793246834,0.028686527,0.881902995,0.053498576
AMRB2,strain,resnet,leave-out,1,1,1.448806457,2.903880817,0.46036207,0.146608884,0.663810465,0.377811484,0.780009439,0.498938245
AMRB2,strain,resnet,leave-out,1,2,1.373706739,3.091894888,0.498193514,0.136684724,0.703133074,0.401430119,0.813709156,0.541755146
AMRB2,strain,resnet,leave-out,1,99,1.17470612,3.677037661,0.611587145,0.077139762,0.802365724,0.318049837,0.888979417,0.444290358
AMRB2,strain,resnet,leave-out,1,100,1.174058127,3.548236046,0.61229204,0.090097508,0.803021796,0.324203684,0.888977382,0.460065005
AMRB2,strain,resnet,leave-out,2,87,1.163006027,4.097836774,0.620432417,0.005556027,0.812782518,0.024217491,0.895908349,0.039910086
AMRB2,strain,resnet,leave-out,2,99,1.158611431,4.14684517,0.623042465,0.004919841,0.814966373,0.027864959,0.897089279,0.044236152
AMRB2,strain,resnet,leave-out,2,100,1.15875974,4.125032137,0.6229794,0.005047078,0.814862622,0.025362626,0.897102502,0.041267283
AMRB2,strain,resnet,leave-out,3,1,1.462430334,2.816274574,0.454469629,0.118730494,0.654268434,0.422655941,0.772197607,0.646094334
AMRB2,strain,resnet,leave-out,3,28,1.224743326,3.522638421,0.583659844,0.098333993,0.776113695,0.402523188,0.869896371,0.699459317
AMRB2,strain,resnet,leave-out,3,100,1.177008063,3.498463681,0.613238005,0.103740824,0.798923635,0.375269243,0.885393908,0.652644072
AMRB2,strain,resnet,leave-out,4,2,1.375485811,2.992194193,0.498411187,0.010001038,0.700873949,0.050385853,0.811724665,0.146658823
AMRB2,strain,resnet,leave-out,4,12,1.260599928,3.161789983,0.561397138,0.014465169,0.759005985,0.055888154,0.857718864,0.124476589
AMRB2,strain,resnet,leave-out,4,16,1.246017221,3.261386704,0.569411387,0.01270028,0.766137334,0.062740077,0.862631774,0.138976364
AMRB2,strain,resnet,leave-out,4,100,1.169840135,3.408709326,0.615109589,0.00750943,0.803040105,0.038273869,0.888859391,0.090216978
AMRB2,strain,resnet,leave-out,5,100,1.180803902,3.549435204,0.607892799,0.066548043,0.798283838,0.113701068,0.886365301,0.154626335
AMRB2,strain,resnet,leave-out,6,1,1.455791461,3.13710883,0.457661495,0.004519207,0.656445169,0.031446146,0.775331494,0.078081848
AMRB2,strain,resnet,leave-out,6,98,1.17410134,3.40902962,0.614587783,0.003577705,0.799913337,0.023098167,0.886887107,0.059565654
AMRB2,strain,resnet,leave-out,6,100,1.173456965,3.426192997,0.614803423,0.003389405,0.799769917,0.0226588,0.886869815,0.058059252
AMRB2,strain,resnet,leave-out,7,1,1.481397426,2.929091244,0.442599306,0.120704786,0.644704025,0.34138932,0.764835362,0.458111119
AMRB2,strain,resnet,leave-out,7,6,1.332286361,3.068260178,0.521440836,0.107473165,0.724621716,0.356173631,0.831496332,0.463781813
AMRB2,strain,resnet,leave-out,7,100,1.200968954,3.229643352,0.59898141,0.059137244,0.789758972,0.211570917,0.87899797,0.320866806
AMRB2,strain,resnet,leave-out,8,34,1.203947722,3.99092464,0.59669177,0.000243191,0.793995468,0.000972763,0.88229969,0.001702335
AMRB2,strain,resnet,leave-out,8,92,1.164544966,3.846108118,0.620629748,0.000437743,0.812102034,0.000875486,0.894470077,0.001945525
AMRB2,strain,resnet,leave-out,8,99,1.161973541,3.847621619,0.622497264,0.000145914,0.813503688,0.000535019,0.895435367,0.001361868
AMRB2,strain,resnet,leave-out,8,100,1.161797133,3.870456441,0.62259898,0.000194553,0.813437572,0.000632296,0.895498432,0.001507782
AMRB2,strain,resnet,leave-out,9,1,1.475528587,3.204142016,0.444684496,0.050843388,0.64880422,0.321778018,0.770529455,0.53406567
AMRB2,strain,resnet,leave-out,9,53,1.211325063,3.638834048,0.591138046,0.094513476,0.784881663,0.340596674,0.877642088,0.525091542
AMRB2,strain,resnet,leave-out,9,98,1.190815754,3.655483,0.604181161,0.087490246,0.794230433,0.304460052,0.884028871,0.475088541
AMRB2,strain,resnet,leave-out,9,99,1.190581387,3.687482107,0.60367563,0.093493007,0.794551857,0.316135422,0.88422315,0.489135002
AMRB2,strain,resnet,leave-out,9,100,1.190549338,3.670112908,0.604161835,0.097334774,0.794490827,0.318776637,0.8840543,0.487724353
AMRB2,strain,resnet,leave-out,10,71,1.225320318,3.285911368,0.584406443,0.000145582,0.781087635,0.000776435,0.873328288,0.001601398
AMRB2,strain,resnet,leave-out,10,93,1.217228294,3.361792754,0.58967231,0.000194109,0.784604994,0.000630854,0.875634203,0.001407289
AMRB2,strain,resnet,leave-out,10,98,1.215237465,3.359895186,0.591345547,0,0.78565776,0.000630854,0.876093962,0.002232251
AMRB2,strain,resnet,leave-out,10,99,1.214984982,3.363593258,0.590838999,9.71E-05,0.785776769,0.000582326,0.876313669,0.001310234
AMRB2,strain,resnet,leave-out,10,100,1.214758509,3.390298135,0.591617131,0.000145582,0.785610971,0.000485272,0.876231279,0.001261707
AMRB2,strain,resnet,leave-out,11,100,1.173974148,3.823582619,0.614788165,0.00464756,0.806487279,0.034786283,0.889922329,0.093021618
AMRB2,strain,resnet,leave-out,12,25,1.246010467,3.393762735,0.569386975,0.010802075,0.766961238,0.046298659,0.864550148,0.124861784
AMRB2,strain,resnet,leave-out,12,66,1.206991833,3.42885843,0.593105244,0.007910181,0.78568319,0.056533696,0.877440689,0.153327096
AMRB2,strain,resnet,leave-out,12,68,1.206151317,3.400744901,0.593475492,0.006350826,0.786112433,0.056391937,0.877723461,0.156020527
AMRB2,strain,resnet,leave-out,12,97,1.194402588,3.471997107,0.600772639,0.006974568,0.791661072,0.034731082,0.881632429,0.0967934
AMRB2,strain,resnet,leave-out,12,100,1.193658796,3.5548899,0.601075754,0.006832809,0.791612248,0.038133311,0.881588691,0.11391795
AMRB2,strain,resnet,leave-out,13,81,1.186324218,3.171202123,0.609772521,0.420046114,0.794423694,0.607317239,0.881048576,0.718466025
AMRB2,strain,resnet,leave-out,13,98,1.180687506,3.119030471,0.612926752,0.363115421,0.796866926,0.548589448,0.882946607,0.666011122
AMRB2,strain,resnet,leave-out,13,99,1.180250509,3.130666771,0.612942009,0.368777974,0.796770296,0.554726706,0.88302086,0.673063882
AMRB2,strain,resnet,leave-out,14,58,1.210458338,3.274654262,0.595516944,0.456194487,0.783801433,0.661565406,0.873963,0.797297861
AMRB2,strain,resnet,leave-out,14,66,1.205836454,3.251120004,0.598427055,0.462616238,0.785773717,0.661815604,0.875358551,0.795838372
AMRB2,strain,resnet,leave-out,14,99,1.193279393,3.343954549,0.605943909,0.451440724,0.79169769,0.639339477,0.879530965,0.778533005
AMRB2,strain,resnet,leave-out,14,100,1.192923426,3.34033463,0.606336535,0.423251741,0.791983514,0.61165089,0.879257347,0.753513198
AMRB2,strain,resnet,leave-out,15,1,1.458532194,3.277527539,0.453590377,0.006975722,0.657493649,0.015434472,0.777151988,0.032681534
AMRB2,strain,resnet,leave-out,15,100,1.164792297,3.540549221,0.618890001,0.002123842,0.806696659,0.007891171,0.892312912,0.015928815
AMRB2,strain,resnet,leave-out,16,2,1.378480332,3.2511768,0.494368971,0.506590316,0.700853605,0.586690611,0.813496568,0.654423474
AMRB2,strain,resnet,leave-out,16,16,1.247947543,3.268056688,0.567297716,0.495137736,0.765874905,0.609494121,0.863247159,0.690102667
AMRB2,strain,resnet,leave-out,16,99,1.175326435,3.281807788,0.611437621,0.445532477,0.799879771,0.550503168,0.886747755,0.634500051
AMRB2,strain,resnet,leave-out,16,100,1.174836918,3.28930014,0.611430501,0.460000678,0.800121856,0.565310202,0.886862695,0.647612916
AMRB2,strain,resnet,leave-out,17,35,1.265355336,0.48615034,0.564736493,0.996672732,0.756952327,0.998284377,0.857407611,0.99890824
AMRB2,strain,resnet,leave-out,17,56,1.246436647,0.489574442,0.576258946,0.996880686,0.766391625,0.998232389,0.863774051,0.99890824
AMRB2,strain,resnet,leave-out,17,100,1.226175283,0.490374289,0.588251329,0.995580972,0.776316111,0.998024435,0.870630765,0.998648297
AMRB2,strain,resnet,leave-out,18,1,1.483566269,1.905486021,0.444726199,0.515970401,0.63779747,0.551002248,0.760738218,0.581116523
AMRB2,strain,resnet,leave-out,18,98,1.198926413,1.97194894,0.601754204,0.498032971,0.785956807,0.534750843,0.877987924,0.558589359
AMRB2,strain,resnet,leave-out,18,99,1.198884317,1.951883952,0.60178777,0.497939303,0.785534683,0.529599101,0.877578006,0.552922443
AMRB2,strain,resnet,leave-out,18,100,1.198608133,1.973968675,0.601768444,0.490961034,0.786101245,0.524728363,0.877678706,0.551938928
