id,name,batch_size,cat_k,ckpt_metric,ckpt_mode,classifier_loss,dataset_name,decoder_loss,emb_dims,emb_name,emb_targets,encoder_loss,expand_3ch,grouping,hidden_dims,image_size,in_dims,input_shape,model_name,ood,optim_lr,optim_m,rand_perms,rgb_contrast,rgb_contrast_p,rgb_gaussian_blur_p,rgb_grid_distort_p,rgb_grid_shuffle_p,rgb_jitter_d,rgb_jitter_p,scale,temperature,train_epochs,train_supervised,with_classifier,with_decoder,with_encoder,_runtime,_step,_timestamp,_wandb,epoch,train_accuracy,train_accuracy_top2,train_decoder_mse,train_loss,train_loss_simclr,train_loss_u,train_loss_v,train_loss_vicreg,train_loss_x,train_loss_y,train_loss_y_rand,train_loss_z,trainer/global_step,val_accuracy,val_accuracy_top2,val_decoder_mse,val_loss,val_loss_simclr,val_loss_u,val_loss_v,val_loss_vicreg,val_loss_x,val_loss_y,val_loss_y_rand,val_loss_z
p965yk91,QPM_species_flow_spherical_mse,128,3,val_loss,min,N/A,QPM_species,mse,128,,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,,"[1, 64, 64]",flow_spherical_mse,1:4,0.001,0.8,,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,9733.179849624634,2103,1695910304.1313157,{'runtime': 9732},89,,,0.00015991937834769487,0.0001827085216064006,,4.080053770394443e-07,4.783480108017102e-05,,0.0001338798028882593,,,5.859041039002477e-07,78119,,,0.0001395941071677953,0.0002269222168251872,,2.9923116926511284e-06,8.516223169863224e-05,,0.00013861697516404092,,,1.5068552272623492e-07
1uwiwhk8,QPM_species_ht_linear_enc_ce,128,3,val_accuracy,max,crossent,QPM_species,,128,,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,,"[3, 64, 64]",ht_linear_enc_ce,1:4,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,True,1831.7931060791016,1264,1695891193.260163,{'runtime': 1831},34,0.9403445720672609,0.9937642216682434,,0.558354377746582,,,,,,0.1577487736940384,0.4006055891513825,,45569,0.7649474143981934,0.9443575143814088,,2.663191080093384,,,,,,1.7770954370498655,0.8860961198806763,
xzm8db7w,QPM_species_ht_linear_enc_ce,128,3,val_accuracy,max,crossent,QPM_species,,128,,,,,"[0, 3, 4, 2, 4, 4, 4, 1, 2, 4, 4, 4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",,,,"[3, 64, 64]",ht_linear_enc_ce,1:2,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,True,1978.587644815445,1439,1695888416.675325,{'runtime': 1978},46,0.9303094744682312,0.9947298169136048,,0.5718923807144165,,,,,,0.17004942893981934,0.4018429815769195,,48315,0.8661141395568848,0.9883483648300172,,1.1911108493804932,,,,,,0.5068817734718323,0.6842291355133057,
blju8f45,QPM_species_ht_linear_enc_ce,128,5,val_accuracy,max,crossent,QPM_species,,128,,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",,,,"[3, 64, 64]",ht_linear_enc_ce,,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,True,2955.011683702469,2009,1695886355.9178698,{'runtime': 2954},50,0.915562391281128,0.9798102974891664,,0.6862596273422241,,,,,,0.16542115807533264,0.5208384990692139,,74816,0.7231854200363159,0.883119523525238,,1.781143069267273,,,,,,0.8590865731239319,0.922057330608368,
9lhxtfgt,QPM_species_resnet50_simclr_M128_ht_mlp_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,1:4,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,637.4161911010742,946,1695314301.3564382,{'runtime': 637},40,0.5027793049812317,0.832996129989624,,1.8825739622116089,,,,,,0.8866445422172546,0.9959294199943542,,26690,0.4904453456401825,0.8219680786132812,,2.010162353515625,,,,,,0.9917408227920532,1.0184214115142822,
ktr0swo1,QPM_species_resnet50_simclr_M128_ht_mlp_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,1:4,0.001,0.8,250,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,351.61016726493835,555,1695313618.3302913,{'runtime': 349},23,0.5007158517837524,0.8313101530075073,,2.0154972076416016,,,,,,0.991566836833954,1.023930311203003,,15623,0.48813384771347046,0.8216533660888672,,2.0103132724761963,,,,,,0.991338312625885,1.0189749002456665,
qvjdj1q4,QPM_species_resnet50_simclr_M128_ht_mlp_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,1:4,0.001,0.8,100,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,490.0915324687958,946,1695313220.2971344,{'runtime': 489},40,0.5033940076828003,0.8334561586380005,,1.8958253860473633,,,,,,0.9027439951896667,0.9930814504623412,,26690,0.4900262653827667,0.8238115906715393,,2.0090596675872803,,,,,,0.991120994091034,1.0179386138916016,
ak3twfa3,QPM_species_resnet50_vicreg_M128_ht_mlp_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,1:4,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,673.1193730831146,992,1695312683.4961162,{'runtime': 672},42,0.5049545764923096,0.8354636430740356,,2.089406967163086,,,,,,1.042116641998291,1.047290325164795,,27992,0.4914649724960327,0.8287909626960754,,2.003689765930176,,,,,,0.9864478707313538,1.017241358757019,
fsdmz522,QPM_species_resnet50_vicreg_M128_ht_mlp_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,1:4,0.001,0.8,250,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,563.9858021736145,969,1695311964.22026,{'runtime': 563},41,0.5045250654220581,0.8357836008071899,,1.9286880493164065,,,,,,0.9465594291687012,0.98212867975235,,27341,0.4928628504276275,0.8294638991355896,,2.001142978668213,,,,,,0.9850754141807556,1.0160672664642334,
rmk46fkc,QPM_species_resnet50_vicreg_M128_ht_mlp_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,1:4,0.001,0.8,100,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,527.5122001171112,1038,1695311351.3952062,{'runtime': 526},44,0.5050041675567627,0.8359650373458862,,1.9315301179885864,,,,,,0.9373725652694702,0.9941575527191162,,29294,0.4935038089752197,0.829002857208252,,2.003105401992798,,,,,,0.9873220920562744,1.0157835483551023,
r8awg5te,QPM_species_resnet50_simclr_M128_ht_mlp_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,882.5902922153473,1360,1695310770.9961362,{'runtime': 882},54,0.4701360762119293,0.6725690364837646,,2.3020997047424316,,,,,,1.0541915893554688,1.2479079961776731,,40369,0.467561811208725,0.670591413974762,,2.2959070205688477,,,,,,1.048651933670044,1.2472549676895142,
0dbp4vlf,QPM_species_resnet50_simclr_M128_ht_mlp_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,,0.001,0.8,250,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,755.1014218330383,1360,1695309838.555291,{'runtime': 754},54,0.4705801010131836,0.6726503372192383,,2.3100738525390625,,,,,,1.0599454641342163,1.2501283884048462,,40369,0.4667856991291046,0.6711123585700989,,2.29915189743042,,,,,,1.0496443510055542,1.2495067119598389,
3fnxsppv,QPM_species_resnet50_simclr_M128_ht_mlp_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,,0.001,0.8,100,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,490.3302454948426,965,1695309035.7274184,{'runtime': 489},38,0.4693150520324707,0.6718483567237854,,2.2476046085357666,,,,,,1.0168832540512085,1.230721354484558,,28625,0.4684886038303375,0.670652449131012,,2.30462384223938,,,,,,1.0497679710388184,1.2548558712005615,
732bcifx,QPM_species_resnet50_vicreg_M128_ht_mlp_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,385.2176938056946,521,1695308498.1499355,{'runtime': 384},20,0.4597076177597046,0.6671178340911865,,2.28305721282959,,,,,,1.020495891571045,1.262561321258545,,15413,0.4556727707386017,0.6661539077758789,,2.3331165313720703,,,,,,1.0675082206726074,1.265608310699463,
396hf65l,QPM_species_resnet50_vicreg_M128_ht_mlp_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,,0.001,0.8,250,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,856.9314630031586,1582,1695308064.393181,{'runtime': 856},63,0.46708059310913086,0.6720808744430542,,2.2464375495910645,,,,,,1.0345876216888428,1.2118499279022217,,46975,0.463331937789917,0.6730467677116394,,2.3131487369537354,,,,,,1.0549848079681396,1.2581636905670166,
yy66wpyc,QPM_species_resnet50_vicreg_M128_ht_mlp_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",32,,1024,[1024],ht_mlp_ce,,0.001,0.8,100,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,664.6354229450226,1360,1695307158.300179,{'runtime': 663},54,0.46669191122055054,0.6715288758277893,,2.3440239429473877,,,,,,1.0744898319244385,1.2695341110229492,,40369,0.464505136013031,0.6725649833679199,,2.317585706710815,,,,,,1.0558069944381714,1.2617789506912231,
irnel940,QPM_species_resnet50_simclr_M128_ht_linear_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,1:4,0.001,0.8,1000,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,488.76009225845337,969,1695226088.0076685,{'runtime': 487},41,0.49794939160346985,0.8295457363128662,,1.9825495481491089,,,,,,0.969012975692749,1.01353657245636,,27341,0.4897414743900299,0.8226126432418823,,2.010389566421509,,,,,,0.990963101387024,1.019426703453064,
sm4qvlqr,QPM_species_resnet50_simclr_M128_ht_linear_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,1:4,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,474.2631011009216,969,1695225549.856313,{'runtime': 473},41,0.4976217448711395,0.8297820687294006,,1.9965460300445557,,,,,,0.9849959015846252,1.0115500688552856,,27341,0.48982131481170654,0.8216217160224915,,2.0082809925079346,,,,,,0.991232693195343,1.0170483589172363,
k4kej382,QPM_species_resnet50_simclr_M128_ht_linear_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,1:4,0.001,0.8,250,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,536.7809665203094,1177,1695225025.2155275,{'runtime': 536},50,0.4983305335044861,0.829687774181366,,1.8919174671173096,,,,,,0.8881300687789917,1.003787398338318,,33200,0.491362988948822,0.8225975036621094,,2.005397319793701,,,,,,0.990011990070343,1.015385627746582,
anyhbx66,QPM_species_resnet50_simclr_M128_ht_linear_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,1:4,0.001,0.8,100,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,445.14839148521423,946,1695224438.1544764,{'runtime': 444},40,0.49696600437164307,0.8290708661079407,,1.905142307281494,,,,,,0.9122327566146852,0.992909610271454,,26690,0.49054163694381714,0.821685791015625,,2.008756160736084,,,,,,0.9916875958442688,1.0170683860778809,
k1k7eqii,QPM_species_resnet50_vicreg_M128_ht_linear_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,1:4,0.001,0.8,1000,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,497.36471343040466,969,1695223941.7020574,{'runtime': 496},41,0.499345988035202,0.8312371969223022,,1.929965138435364,,,,,,0.9358981847763062,0.9940669536590576,,27341,0.4923381507396698,0.8281772136688232,,2.0093493461608887,,,,,,0.9888924360275269,1.0204566717147827,
vo4w49xx,QPM_species_resnet50_vicreg_M128_ht_linear_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,1:4,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,468.63738679885864,946,1695223394.7094295,{'runtime': 468},40,0.4984172284603119,0.8311748504638672,,1.947882890701294,,,,,,0.9529457688331604,0.9949371814727784,,26690,0.4906866848468781,0.8276346325874329,,2.007824659347534,,,,,,0.9894582033157348,1.018366813659668,
9mfo1qfd,QPM_species_resnet50_vicreg_M128_ht_linear_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,1:4,0.001,0.8,250,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,861.285338640213,1913,1695222873.5625746,{'runtime': 860},82,0.5002487897872925,0.8324098587036133,,2.00662899017334,,,,,,1.0242632627487185,0.9823656678199768,,54032,0.492683619260788,0.828234076499939,,2.000889539718628,,,,,,0.9856032133102416,1.0152873992919922,
g9zwsedb,QPM_species_resnet50_vicreg_M128_ht_linear_ce,128,3,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,1:4,0.001,0.8,100,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,792.8182847499847,1660,1695221961.0115976,{'runtime': 790},71,0.5003029108047485,0.8325982093811035,,1.989581823348999,,,,,,0.9703249931335448,1.019256830215454,,46871,0.4929769039154053,0.8274873495101929,,2.001960039138794,,,,,,0.986340582370758,1.0156197547912598,
czbtkslr,QPM_species_resnet50_simclr_M128_ht_linear_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,,0.001,0.8,1000,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,417.26718759536743,768,1695195315.8503716,{'runtime': 416},30,0.4641340970993042,0.6673215627670288,,2.2757627964019775,,,,,,1.0450518131256104,1.2307109832763672,,22753,0.4661869406700134,0.668635368347168,,2.312326192855835,,,,,,1.0599161386489868,1.252410650253296,
ekx5esto,QPM_species_resnet50_simclr_M128_ht_linear_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,,0.001,0.8,500,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,452.27426314353943,916,1695194849.284264,{'runtime': 451},36,0.4639814794063568,0.6673213243484497,,2.268465995788574,,,,,,1.0361833572387695,1.232282638549805,,27157,0.46709275245666504,0.6687906980514526,,2.3122100830078125,,,,,,1.0595357418060305,1.2526739835739136,
cd9kfqgr,QPM_species_resnet50_simclr_M128_ht_linear_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,,0.001,0.8,250,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,463.0591850280762,916,1695194346.883832,{'runtime': 462},36,0.46423614025115967,0.6672364473342896,,2.2713465690612793,,,,,,1.0377907752990725,1.233555793762207,,27157,0.46592265367507935,0.6695278286933899,,2.314763069152832,,,,,,1.0598795413970947,1.2548831701278689,
mwtdhe1k,QPM_species_resnet50_simclr_M128_ht_linear_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_simclr_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,,0.001,0.8,100,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,313.8818516731262,496,1695193834.2961566,{'runtime': 313},19,0.4613564908504486,0.6670355796813965,,2.5209434032440186,,,,,,1.2162768840789795,1.304666519165039,,14679,0.46503499150276184,0.6695317029953003,,2.327169179916382,,,,,,1.0634894371032717,1.2636793851852417,
z43sizni,QPM_species_resnet50_vicreg_M128_ht_linear_ce,128,5,val_accuracy,max,crossent,,,1024,QPM_species_resnet50_vicreg_M128,,,,"[0, 1, 2, 4, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0]",,,1024,[1024],ht_linear_ce,,0.001,0.8,1000,0.2,,,,,1,0.8,"[0.2, 1]",0.5,200,,,,,783.9412689208984,1483,1695193467.85282,{'runtime': 783},59,0.4590569138526917,0.6669771671295166,,2.3125953674316406,,,,,,1.0488085746765137,1.2637866735458374,,44039,0.4583143889904022,0.6699742674827576,,2.327317953109741,,,,,,1.0673812627792358,1.2599366903305054,
